W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0000364,FRAUSTO'S GUADALAJARA,"2504 SHATTUCK AVE
BERKELEY, CA
(37.863862, -122.267419)",01/11/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001050,BERKELEY BOWL WEST #3-SEAFOOD,"920 HEINZ AVE
BERKELEY, CA
(37.853814, -122.290274)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000280,MI TIERRA FOODS #2,"2082 SAN PABLO AVE
BERKELEY, CA
(37.868162, -122.291919)",10/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001904,ZAZZI FOODS,"1398 UNIVERSITY AVE
BERKELEY, CA
(37.870054, -122.284263)",11/26/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000274,ACME BAR,"2115 SAN PABLO AVE
BERKELEY, CA
(37.867741, -122.291616)",08/23/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001887,HALAL GUY,"2126 CENTER ST
BERKELEY, CA
(37.870417, -122.267277)",02/01/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000985,POPEYE'S CHICKEN #8593,"1775 SAN PABLO AVE
BERKELEY, CA
(37.871897, -122.292964)",11/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000440,"CAFE DU SUD, INC.","724 ALLSTON WY
BERKELEY, CA
(37.864836, -122.299024)",09/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001954,2900 COLLEGE AVE CAFFE LLC,"2900 COLLEGE AVE
BERKELEY, CA
(37.858356, -122.253179)",11/29/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000430,JASMINE THAI,"1805 EUCLID AVE
BERKELEY, CA
(37.87574, -122.260274)",12/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000654,THE JAZZ CAFE,"2087 ADDISON ST
BERKELEY, CA
(37.87113, -122.268573)",09/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000025,"SOBER,INC.DBA NO. BEACH PIZZA","1598 UNIVERSITY AVE
BERKELEY, CA
(37.870595, -122.280025)",11/01/2018,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002049,CAFE V. EL PATIO INC.,"2056 SAN PABLO AVE
BERKELEY, CA
(37.86845, -122.292013)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001333,7-ELEVEN STORE #2369-36482A,"2000 SAN PABLO AVE
BERKELEY, CA
(37.868815, -122.292131)",10/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002008,TZONE,"2328 TELEGRAPH AVE
BERKELEY, CA
(37.868157, -122.259068)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001983,TEATIME,"2502 TELEGRAPH AVE
BERKELEY, CA
(37.864824, -122.258576)",10/24/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000951,MONTEREY MARKET,"1550 HOPKINS ST
BERKELEY, CA
(37.881472, -122.282344)",01/29/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001770,TENDER GREENS,"2071 UNIVERSITY AVE
BERKELEY, CA
(37.872122, -122.2689)",07/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000206,RIALTO CINEMAS ELMWOOD,"2964 COLLEGE AVE
BERKELEY, CA
(37.856938, -122.253042)",12/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000486,DIYAR MEDITERRANIAN CUISINE,"2511 DURANT AVE
BERKELEY, CA
(37.867844, -122.258762)",01/23/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000346,E-Z STOP DELI,"2233 SHATTUCK AVE
BERKELEY, CA
(37.868822, -122.267858)",08/16/2018,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000619,CRIXA,"2748 ADELINE ST
BERKELEY, CA
(37.858533, -122.267839)",10/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000680,BEAR'S RAMEN HOUSE,"2521-D DURANT AVE
BERKELEY, CA
(37.867947, -122.257926)",11/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000774,THAI NOODLE II,"2426 TELEGRAPH AVE
BERKELEY, CA
(37.866391, -122.2587)",01/16/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000620,REVIVAL BAR & KITCHEN,"2102 SHATTUCK AVE
BERKELEY, CA
(37.871129, -122.268282)",08/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001972,UME,"2433-D DURANT AVE
BERKELEY, CA
(37.867712, -122.259777)",07/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000456,SACRAMENTO MARKET,"2974 SACRAMENTO ST
BERKELEY, CA
(37.853691, -122.279172)",10/15/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000496,CALIFORNIA CINEMA,"2113 KITTREDGE ST
BERKELEY, CA
(37.868555, -122.267472)",07/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001395,GIIN THAI CANTEEN,"3278 ADELINE ST
BERKELEY, CA
(37.849038, -122.271403)",01/14/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001535,A DORA PIE,"1966 UNIVERSITY AVE
BERKELEY, CA
(37.871707, -122.271471)",09/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000751,FREE HOUSE,"2700 BANCROFT WY
BERKELEY, CA
(37.869312, -122.254314)",08/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002039,SLIVER,"2174 SHATTUCK AVE
BERKELEY, CA
(37.869859, -122.267985)",01/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001749,LUCIA'S PIZZARIA,"2016 SHATTUCK AVE
BERKELEY, CA
(37.871885, -122.268388)",08/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001873,MCDONALD'S,"1198 SAN PABLO AVE
BERKELEY, CA
(37.882594, -122.296562)",02/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001532,LOS CILANTROS,"3105 SHATTUCK AVE
BERKELEY, CA
(37.852811, -122.266176)",11/02/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001049,BERKELEY BOWL WEST #1-FOOD MKT,"920 HEINZ AVE
BERKELEY, CA
(37.853814, -122.290274)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000677,MANDARIN HOUSE RESTAURANT,"2519-D DURANT AVE
BERKELEY, CA
(37.867935, -122.258021)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001855,BOMBAYMUSIC.COM,"1006 UNIVERSITY AVE
BERKELEY, CA
(37.868621, -122.294248)",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001039,BERKELEY BOWL SEAFOOD DEPT,"2020 OREGON ST
BERKELEY, CA
(37.857544, -122.267497)",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001566,THE TAP HAUS,"2518 DURANT AVE
BERKELEY, CA
(37.867905, -122.258265)",09/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001622,ENDLESS SUMMER SWEETS LLC,"2370 SHATTUCK AVE
BERKELEY, CA
(37.866305, -122.267701)",01/31/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001732,SEISMIC COFFEE,"2160 SHATTUCK AVE
BERKELEY, CA
(37.870112, -122.26797)",11/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000481,ASHBY SUPERMARKET 1099/1643,"2948 M L KING JR WY
BERKELEY, CA",10/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000280,MI TIERRA FOODS #2,"2082 SAN PABLO AVE
BERKELEY, CA
(37.868162, -122.291919)",12/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000076,TURKISH KITCHEN INC.,"1984 SHATTUCK AVE
BERKELEY, CA
(37.872493, -122.268438)",09/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000034,GECKO-GECKO THAI-CALIF. EATERY,"2101 MILVIA ST
BERKELEY, CA
(37.870698, -122.27062)",10/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000215,ZACHARY'S CHICAGO PIZZA,"1853 SOLANO AVE
BERKELEY, CA
(37.891411, -122.278499)",12/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000764,BERKELEY THAI HOUSE,"2511 CHANNING WY
BERKELEY, CA
(37.866984, -122.258306)",01/30/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000131,CELIA'S MEXICAN RESTAURANT,"1841 EUCLID AVE
BERKELEY, CA
(37.875541, -122.260233)",01/23/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000433,LA VAL'S PIZZA,"1834 40 EUCLID AVE
BERKELEY, CA
(37.875525, -122.26023)",12/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001218,MOXY,"3136 SACRAMENTO ST
BERKELEY, CA
(37.850601, -122.278447)",08/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000639,JUAN'S PLACE,"941 CARLETON ST
BERKELEY, CA
(37.857453, -122.291032)",12/04/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000333,BAGEL STREET CAFE,"2148 CENTER ST
BERKELEY, CA
(37.870465, -122.266915)",12/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001585,BREAKTHROUGH SUSHI,"2428 SHATTUCK AVE
BERKELEY, CA
(37.865198, -122.267579)",11/22/2017,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000956,ANCIENT ORGANICS,"726 ALLSTON WAY
BERKELEY, CA
(37.864921, -122.298556)",10/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000674,GYPSY'S TRATTORIA ITALIANO,"2519-A DURANT AVE
BERKELEY, CA
(37.867935, -122.258021)",09/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000451,TRUMPETVINE CATERING,"2533 7TH ST
BERKELEY, CA
(37.859286, -122.293767)",11/30/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001800,ROMEO'S COFFEE,"2499 TELEGRAPH AVE
BERKELEY, CA
(37.865367, -122.258491)",11/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000539,7-ELEVEN #16192  1099/1615,"2887 COLLEGE AVE
BERKELEY, CA
(37.858756, -122.253219)",08/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000670,KIRALA 2,"1511-D SHATTUCK AVE
BERKELEY, CA
(37.879781, -122.269181)",02/05/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000132,THE STUFFED INN,"1829 EUCLID AVE
BERKELEY, CA
(37.875664, -122.260258)",12/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001864,DONER AND KEBAB,"2528-A DURANT AVE
BERKELEY, CA
(37.867895, -122.258344)",01/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001863,FOSTER FREEZE,"1199 UNIVERSITY AVE
BERKELEY, CA
(37.86946, -122.28975)",07/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001347,THE STATION,"2984 RUSSELL ST
BERKELEY, CA
(37.858968, -122.245005)",10/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000367,RACHA CAFE INC.,"2516 TELEGRAPH AVE
BERKELEY, CA
(37.864843, -122.258583)",02/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000382,TAI-SAN RESTAURANT,"2811 TELEGRAPH AVE
BERKELEY, CA
(37.859079, -122.259236)",01/08/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000475,RIVA CUCINA,"800 HEINZ AVE
BERKELEY, CA
(37.853079, -122.293864)",12/20/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000240,BERKELEY TENNIS CLUB,"1 TUNNEL RD
BERKELEY, CA
(37.857937, -122.24328)",12/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000200,SUMMER KITCHEN,"2944 COLLEGE AVE
BERKELEY, CA
(37.857294, -122.253077)",12/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001849,SHIHLIN,"2521 DURANT AVE E
BERKELEY, CA
(37.867947, -122.257926)",02/04/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000251,VALERO 1099/1616,"1894 UNIVERSITY AVE
BERKELEY, CA
(37.871491, -122.273081)",01/03/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000535,ZABU ZABU,"1919 ADDISON ST
BERKELEY, CA
(37.870723, -122.271792)",01/02/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000818,BETTE'S TO GO,"1807 FOURTH ST
BERKELEY, CA
(37.86978, -122.300582)",09/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001552,FACE TO FACE,"2109 MILVIA ST
BERKELEY, CA
(37.870565, -122.270609)",08/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001242,EASY CREOLE,"1761 ALCATRAZ AVE
BERKELEY, CA
(37.848621, -122.272347)",01/23/2019,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001260,SUBWAY #46673,"2929 9TH ST
BERKELEY, CA
(37.851982, -122.289505)",02/07/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000530,MOUNT EVEREST RESTURANT,"2598 TELEGRAPH AVE
BERKELEY, CA
(37.863332, -122.258731)",02/05/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001438,DOUBLETREE CAFE,"200 MARINA BLVD
BERKELEY, CA
(37.868667, -122.313656)",09/17/2018,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002024,KOJA KITCHEN,"2395 TELEGRAPH AVE
BERKELEY, CA
(37.867084, -122.258845)",12/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002003,IJO IZAKAYA,"1463 SHATTUCK AVE
BERKELEY, CA
(37.880843, -122.269317)",02/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001321,ARTICHOKE BASILLE'S PIZZA,"2590 DURANT AVE
BERKELEY, CA
(37.868084, -122.25687)",01/17/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000267,MARINA LIQUORS,"1265 UNIVERSITY AVE
BERKELEY, CA
(37.869742, -122.287577)",01/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000628,BARNEY'S GOURMET HAMBURGERS,"1600 SHATTUCK AVE
BERKELEY, CA
(37.878113, -122.269114)",02/19/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001751,BERKELEY MOBIL,"950 UNIVERSITY AVE
BERKELEY, CA
(37.868427, -122.295206)",08/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000374,TAQUERIA LA FAMILIA,"2971 SHATTUCK AVE
BERKELEY, CA
(37.85561, -122.26654)",01/18/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000954,BEBOP,"2975 COLLEGE AVE
BERKELEY, CA
(37.856681, -122.253015)",01/07/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000107,SUR LA TABLE,"1806 FOURTH ST
BERKELEY, CA
(37.869886, -122.300617)",12/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001847,SUMO ROLL,"2173 ALLSTON WAY
BERKELEY, CA
(37.869612, -122.266309)",01/08/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000033,NUHA CAFE,"2115 MILVIA ST
BERKELEY, CA
(37.870336, -122.270589)",08/22/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000090,7-ELEVEN/1501UNIV  1099/1615,"1501 UNIVERSITY AVE
BERKELEY, CA
(37.870513, -122.281552)",08/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001787,KORYO BBQ,"2556 TELEGRAPH AVE
BERKELEY, CA
(37.863888, -122.258655)",01/28/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000249,LITTLE HUNAN,"124 125 BERKELEY SQ
BERKELEY, CA
(37.871141, -122.267717)",11/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001533,BERKELEY PINES SKILLED NURSING CENTER,"2223 ASHBY AVE
BERKELEY, CA
(37.855792, -122.262655)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000477,LUNCH BOX CAFE,"729 HEINZ AVE
BERKELEY, CA
(37.852908, -122.2947)",11/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001730,BLUE BOTTLE COFFEE,"2118 SHATTUCK AVE
BERKELEY, CA
(37.870829, -122.268256)",09/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000766,JOHNSTON'S MARKET,"2515 DURANT AVE
BERKELEY, CA
(37.867873, -122.258523)",09/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000110,MANHATTAN BAGEL,"1789 FOURTH ST
BERKELEY, CA
(37.870436, -122.300795)",09/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001985,CAFE BUENOS AIRES,"2999 SHATTUCK AVE
BERKELEY, CA
(37.855504, -122.266527)",08/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001748,JOTMAHAL PALACE OF INDIAN CUISINE,"1543 SHATTUCK AVE
BERKELEY, CA
(37.878643, -122.269049)",02/19/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002038,VEGGIE GRILL,"48 SHATTUCK SQ
BERKELEY, CA
(37.871945, -122.267807)",01/03/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000540,GOODSONS/GNC,"2165 SHATTUCK AVE
BERKELEY, CA
(37.869783, -122.26785)",08/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000612,EDIBLE ARRANGEMENTS,"3079 TELEGRAPH AVE
BERKELEY, CA
(37.854185, -122.259912)",01/03/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001505,HEAT CAFE,"2364 SHATTUCK AVE
BERKELEY, CA
(37.866431, -122.267715)",10/23/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000156,THE ACME BREAD CO.,"1601 SAN PABLO AVE
BERKELEY, CA
(37.874979, -122.293972)",11/26/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001574,85C BAKERY CAFE,"21 SHATTUCK SQ
BERKELEY, CA
(37.872076, -122.267823)",09/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000950,ZAK'S SNACK,"1865 EUCLID AVE
BERKELEY, CA
(37.875272, -122.260178)",01/29/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001652,"GUACAMOLE 61, LLC","1511 SHATTUCK AVE
BERKELEY, CA
(37.879781, -122.269181)",02/05/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000225,AKEMI JAPANESE RESTAURANT,"1695 SOLANO AVE
BERKELEY, CA
(37.89118, -122.282775)",12/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000622,STANFORD LIQUOR,"3400 ADELINE ST
BERKELEY, CA
(37.846403, -122.272815)",11/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000779,CAMPUS MINI MART  1099/1615,"2200 DURANT AVE
BERKELEY, CA
(37.866969, -122.26553)",02/01/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000290,NICK'S LOUNGE,"3218 ADELINE ST
BERKELEY, CA
(37.850299, -122.270926)",05/22/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000817,BETTE'S OCEANVIEW DINER,"1807-A FOURTH ST
BERKELEY, CA
(37.86978, -122.300582)",09/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000458,CREPEVINE,"1600 SHATTUCK AVE
BERKELEY, CA
(37.878113, -122.269114)",06/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000561,TOMATE CAFE,"2265 FIFTH ST
BERKELEY, CA
(37.8636, -122.297484)",11/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001515,DOMINO'S PIZZA,"3264 ADELINE ST
BERKELEY, CA
(37.849169, -122.271351)",02/01/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000769,KIP'S,"2439 DURANT AVE
BERKELEY, CA
(37.867745, -122.259528)",01/31/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001465,SALT AND HONEY LLC,"1451 5TH ST
BERKELEY, CA
(37.875485, -122.301338)",09/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001989,BAG O CRAB,"2124 CENTER ST
BERKELEY, CA
(37.870412, -122.267311)",01/28/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001867,STARBUCK'S,"1414 UNIVERSITY AVE
BERKELEY, CA
(37.870096, -122.283932)",01/22/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001572,THISTLE HEALTH INC.,"1345 4TH ST
BERKELEY, CA
(37.8781, -122.303263)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000161,PICANTE,"1328 6TH ST
BERKELEY, CA
(37.878284, -122.300994)",10/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001471,KAZE,"1956 SHATTUCK AVE
BERKELEY, CA
(37.872771, -122.268466)",09/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000635,CHEN'S GARDEN,"1818 ALCATRAZ AVE
BERKELEY, CA
(37.848856, -122.270551)",10/23/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000270,MEHAK INDIAN CUISINE,"2449 SACRAMENTO ST
BERKELEY, CA
(37.862398, -122.281055)",09/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001676,RED TOMATO PIZZA HOUSE,"2017 UNIVERSITY AVE
BERKELEY, CA
(37.871958, -122.270171)",07/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001244,TROY 2,"1843 SOLANO AVE
BERKELEY, CA
(37.89139, -122.278857)",12/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000763,TOP DOG,"2534 DURANT AVE
BERKELEY, CA
(37.868011, -122.257429)",09/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001711,UJI TIME DESSERT,"2575 TELEGRAPH AVE
BERKELEY, CA
(37.863866, -122.258572)",10/04/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001354,AFC SUSHI @ SAFEWAY #691,"1444 SHATTUCK AVE
BERKELEY, CA
(37.880983, -122.269489)",10/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000397,ZOONIE'S,"3206 COLLEGE AVE
BERKELEY, CA
(37.851101, -122.252455)",08/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001617,NICO'S,"1508-B WALNUT ST
BERKELEY, CA
(37.880086, -122.26815)",12/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001400,ADA'S CAFE,"3075 ADELINE ST
BERKELEY, CA
(37.853182, -122.269557)",11/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001952,EL BURRO PICANTE,"2021 UNIVERSITY AVE
BERKELEY, CA
(37.871971, -122.270069)",09/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001107,ASHA TEA HOUSE,"2086 UNIVERSITY AVE
BERKELEY, CA
(37.872066, -122.2687)",02/14/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001570,U-CHA,"2199 BANCROFT WAY
BERKELEY, CA
(37.867822, -122.266003)",01/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000395,MANPUKU,"2977 COLLEGE AVE
BERKELEY, CA
(37.85662, -122.253008)",01/07/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001694,TEA 1 LLC DBA TEA 1,"2380 TELEGRAPH AVE
BERKELEY, CA
(37.867349, -122.258899)",09/25/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001466,AIDELLS SAUSAGE,"2940 7TH ST
BERKELEY, CA
(37.851701, -122.291303)",01/24/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001767,URBAN REMEDY,"2946 COLLEGE AVE
BERKELEY, CA
(37.857415, -122.253088)",12/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
